timestamp_s,frame_len,direction,comm_id,port,payload_len,seq_num
1779314473.813591957,353,3,200,1,321,130
1779314473.836998940,353,3,200,1,321,131
1779314473.860347986,353,3,200,1,321,132
1779314473.883285046,353,3,200,1,321,133
1779314473.905626059,353,3,200,1,321,134
1779314473.929636002,353,3,200,1,321,135
1779314473.952594042,353,3,200,1,321,136
1779314473.976988077,353,3,200,1,321,137
1779314474.000801086,353,3,200,1,321,138
1779314474.023618937,353,3,200,1,321,139
1779314474.036530972,612,3,200,1,580,140
1779314474.049372911,353,3,200,1,321,141
1779314474.072778940,353,3,200,1,321,142
1779314474.097343922,353,3,200,1,321,143
1779314474.119782925,353,3,200,1,321,144
1779314474.142750978,353,3,200,1,321,145
1779314474.165278912,353,3,200,1,321,146
1779314474.182996988,53,3,200,1,21,147
1779314474.188841105,353,3,200,1,321,148
1779314474.211746931,353,3,200,1,321,149
1779314474.234850883,353,3,200,1,321,150
1779314474.258085966,353,3,200,1,321,151
1779314474.280838013,353,3,200,1,321,152
1779314474.304022074,353,3,200,1,321,153
1779314474.327595949,933,3,200,1,901,154
1779314474.350641012,353,3,200,1,321,155
1779314474.373087883,353,3,200,1,321,156
1779314474.396152020,353,3,200,1,321,157
1779314474.419193029,353,3,200,1,321,158
1779314474.442570925,353,3,200,1,321,159
1779314474.465960026,353,3,200,1,321,160
1779314474.479581118,53,1,200,1,21,197
1779314474.490597010,353,3,200,1,321,161
1779314474.513273954,353,3,200,1,321,162
1779314474.537056923,353,3,200,1,321,163
1779314474.559823990,353,3,200,1,321,164
1779314474.584105015,353,3,200,1,321,165
1779314474.607433081,353,3,200,1,321,166
1779314474.619003057,612,3,200,1,580,167
1779314474.630779028,353,3,200,1,321,168
1779314474.653469086,353,3,200,1,321,169
1779314474.677587986,353,3,200,1,321,170
1779314474.700772047,353,3,200,1,321,171
1779314474.723824024,353,3,200,1,321,172
1779314474.748161077,353,3,200,1,321,173
1779314474.771593094,353,3,200,1,321,174
1779314474.795351982,353,3,200,1,321,175
1779314474.818084955,353,3,200,1,321,176
1779314474.841624022,353,3,200,1,321,177
1779314474.865411043,353,3,200,1,321,178
1779314474.889767885,353,3,200,1,321,179
1779314474.912836075,933,3,200,1,901,180
1779314474.935996056,353,3,200,1,321,181
1779314474.958712101,353,3,200,1,321,182
1779314474.981652021,353,3,200,1,321,183
1779314475.005173922,353,3,200,1,321,184
1779314475.028542042,353,3,200,1,321,185
1779314475.052831888,353,3,200,1,321,186
1779314475.076364040,353,3,200,1,321,187
1779314475.099368095,353,3,200,1,321,188
1779314475.122417927,353,3,200,1,321,189
1779314475.145858049,353,3,200,1,321,190
1779314475.168248892,353,3,200,1,321,191
1779314475.191481113,353,3,200,1,321,192
1779314475.203457117,612,3,200,1,580,193
1779314475.215138912,353,3,200,1,321,194
1779314475.237886906,353,3,200,1,321,195
1779314475.260910988,353,3,200,1,321,196
1779314475.284046888,353,3,200,1,321,197
1779314475.307811975,353,3,200,1,321,198
1779314475.330795050,353,3,200,1,321,199
1779314475.348709106,53,3,200,1,21,200
1779314475.354408026,353,3,200,1,321,201
1779314475.377127886,353,3,200,1,321,202
1779314475.400513887,353,3,200,1,321,203
1779314475.424310923,353,3,200,1,321,204
1779314475.448389053,353,3,200,1,321,205
1779314475.471769094,353,3,200,1,321,206
1779314475.485204935,53,1,200,1,21,198
1779314475.497174025,933,3,200,1,901,207
1779314475.519188881,353,3,200,1,321,208
1779314475.542098045,353,3,200,1,321,209
1779314475.564769983,353,3,200,1,321,210
1779314475.588042021,353,3,200,1,321,211
1779314475.612339020,353,3,200,1,321,212
1779314475.634922028,353,3,200,1,321,213
1779314475.657607079,353,3,200,1,321,214
1779314475.681040049,353,3,200,1,321,215
1779314475.704895020,353,3,200,1,321,216
1779314475.728343010,353,3,200,1,321,217
1779314475.751329899,353,3,200,1,321,218
1779314475.774157047,353,3,200,1,321,219
1779314475.786057949,612,3,200,1,580,220
1779314475.798269033,353,3,200,1,321,221
1779314475.820647955,353,3,200,1,321,222
1779314475.844142914,353,3,200,1,321,223
1779314475.868581057,353,3,200,1,321,224
1779314475.891844988,353,3,200,1,321,225
1779314475.915568113,353,3,200,1,321,226
1779314475.938472033,353,3,200,1,321,227
1779314475.961954117,353,3,200,1,321,228
1779314475.985121012,353,3,200,1,321,229
1779314476.008258104,353,3,200,1,321,230
1779314476.031673908,353,3,200,1,321,231
1779314476.054840088,353,3,200,1,321,232
1779314476.077811003,933,3,200,1,901,233
1779314476.102896929,353,3,200,1,321,234
1779314476.125914097,353,3,200,1,321,235
1779314476.148619890,353,3,200,1,321,236
1779314476.172158957,353,3,200,1,321,237
1779314476.195970058,353,3,200,1,321,238
1779314476.219043970,353,3,200,1,321,239
1779314476.242512941,353,3,200,1,321,240
1779314476.266027927,353,3,200,1,321,241
1779314476.289170027,353,3,200,1,321,242
1779314476.311887980,353,3,200,1,321,243
1779314476.335796118,353,3,200,1,321,244
1779314476.358926058,353,3,200,1,321,245
1779314476.370889902,612,3,200,1,580,246
1779314476.382637024,353,3,200,1,321,247
1779314476.404777050,353,3,200,1,321,248
1779314476.427818060,353,3,200,1,321,249
1779314476.450855970,353,3,200,1,321,250
1779314476.473946095,353,3,200,1,321,251
1779314476.486983061,53,1,200,1,21,199
1779314476.498282909,353,3,200,1,321,252
1779314476.515163898,53,3,200,1,21,253
1779314476.520853996,353,3,200,1,321,254
1779314476.544487953,353,3,200,1,321,255
1779314476.567389965,353,3,200,1,321,0
1779314476.589559078,353,3,200,1,321,1
1779314476.611816883,353,3,200,1,321,2
1779314476.634671926,353,3,200,1,321,3
1779314476.657461882,933,3,200,1,901,4
1779314476.682174921,353,3,200,1,321,5
1779314476.705193043,353,3,200,1,321,6
1779314476.727566004,353,3,200,1,321,7
1779314476.750346899,353,3,200,1,321,8
1779314476.773782969,353,3,200,1,321,9
1779314476.797117949,353,3,200,1,321,10
1779314476.820698977,353,3,200,1,321,11
1779314476.843381882,353,3,200,1,321,12
1779314476.866703987,353,3,200,1,321,13
1779314476.890985012,353,3,200,1,321,14
1779314476.914390087,353,3,200,1,321,15
1779314476.936943054,353,3,200,1,321,16
1779314476.949300051,612,3,200,1,580,17
1779314476.961236954,353,3,200,1,321,18
1779314476.983546972,353,3,200,1,321,19
1779314477.006563902,353,3,200,1,321,20
1779314477.030366898,353,3,200,1,321,21
1779314477.053260088,353,3,200,1,321,22
1779314477.076581955,353,3,200,1,321,23
1779314477.099788904,353,3,200,1,321,24
1779314477.122596025,353,3,200,1,321,25
1779314477.145801067,353,3,200,1,321,26
1779314477.169162035,353,3,200,1,321,27
1779314477.192434072,353,3,200,1,321,28
1779314477.215338945,353,3,200,1,321,29
1779314477.238338947,933,3,200,1,901,30
1779314477.262680054,353,3,200,1,321,31
1779314477.286324978,353,3,200,1,321,32
1779314477.308998108,353,3,200,1,321,33
1779314477.331646919,353,3,200,1,321,34
1779314477.355567932,353,3,200,1,321,35
1779314477.378535032,353,3,200,1,321,36
1779314477.401700974,353,3,200,1,321,37
1779314477.425209999,353,3,200,1,321,38
1779314477.448255062,353,3,200,1,321,39
1779314477.471273899,353,3,200,1,321,40
1779314477.495405912,53,1,200,1,21,200
1779314477.495647907,353,3,200,1,321,41
1779314477.518841028,353,3,200,1,321,42
1779314477.530600071,612,3,200,1,580,43
1779314477.543982983,353,3,200,1,321,44
1779314477.566708088,353,3,200,1,321,45
1779314477.589565992,353,3,200,1,321,46
1779314477.592679024,67,1,200,1,35,201
1779314477.613229990,353,3,200,1,321,47
1779314477.616621017,65,3,200,1,33,48
1779314477.636074066,353,3,200,1,321,49
1779314477.658180952,353,3,200,1,321,50
1779314477.675995111,53,3,200,1,21,51
1779314477.681777000,353,3,200,1,321,52
1779314477.705004930,353,3,200,1,321,53
1779314477.728153944,353,3,200,1,321,54
1779314477.751102924,353,3,200,1,321,55
1779314477.773981094,353,3,200,1,321,56
1779314477.798229933,353,3,200,1,321,57
1779314477.821666002,933,3,200,1,901,58
1779314477.845916986,353,3,200,1,321,59
1779314477.868603945,353,3,200,1,321,60
1779314477.891670942,353,3,200,1,321,61
1779314477.915162086,353,3,200,1,321,62
1779314477.938839912,353,3,200,1,321,63
1779314477.961446047,353,3,200,1,321,64
1779314477.985114098,353,3,200,1,321,65
1779314478.009287119,353,3,200,1,321,66
1779314478.033535957,353,3,200,1,321,67
1779314478.057080984,353,3,200,1,321,68
1779314478.080760002,353,3,200,1,321,69
1779314478.104201078,353,3,200,1,321,70
1779314478.116362095,612,3,200,1,580,71
1779314478.127887011,353,3,200,1,321,72
1779314478.150361061,353,3,200,1,321,73
1779314478.173727989,353,3,200,1,321,74
1779314478.197829962,353,3,200,1,321,75
1779314478.220861912,353,3,200,1,321,76
1779314478.243534088,353,3,200,1,321,77
1779314478.266875029,353,3,200,1,321,78
1779314478.291277885,353,3,200,1,321,79
1779314478.315119982,353,3,200,1,321,80
1779314478.337560892,353,3,200,1,321,81
1779314478.360871077,353,3,200,1,321,82
1779314478.383800983,353,3,200,1,321,83
1779314478.407160044,933,3,200,1,901,84
1779314478.430980921,353,3,200,1,321,85
1779314478.454402924,353,3,200,1,321,86
1779314478.477778912,353,3,200,1,321,87
1779314478.501835108,53,1,200,1,21,202
1779314478.502708912,353,3,200,1,321,88
1779314478.524993896,353,3,200,1,321,89
1779314478.549436092,353,3,200,1,321,90
1779314478.572681904,353,3,200,1,321,91
1779314478.596265078,353,3,200,1,321,92
1779314478.619227886,353,3,200,1,321,93
1779314478.642180920,353,3,200,1,321,94
1779314478.665180922,353,3,200,1,321,95
1779314478.688265085,353,3,200,1,321,96
1779314478.700737953,612,3,200,1,580,97
1779314478.712415934,353,3,200,1,321,98
1779314478.734891891,353,3,200,1,321,99
1779314478.758310080,353,3,200,1,321,100
1779314478.781200886,353,3,200,1,321,101
1779314478.804835081,353,3,200,1,321,102
1779314478.828474998,353,3,200,1,321,103
1779314478.845814943,53,3,200,1,21,104
1779314478.851716995,353,3,200,1,321,105
1779314478.874718904,353,3,200,1,321,106
1779314478.897850990,353,3,200,1,321,107
1779314478.921483040,353,3,200,1,321,108
1779314478.944421053,353,3,200,1,321,109
1779314478.967493057,353,3,200,1,321,110
1779314478.990652084,933,3,200,1,901,111
1779314479.014355898,353,3,200,1,321,112
1779314479.037611008,353,3,200,1,321,113
1779314479.060838938,353,3,200,1,321,114
1779314479.083859921,353,3,200,1,321,115
1779314479.107523918,353,3,200,1,321,116
1779314479.131036043,353,3,200,1,321,117
1779314479.153836012,353,3,200,1,321,118
1779314479.177757025,353,3,200,1,321,119
1779314479.202084064,353,3,200,1,321,120
1779314479.225606918,353,3,200,1,321,121
1779314479.248708010,353,3,200,1,321,122
1779314479.271953106,353,3,200,1,321,123
1779314479.283891916,612,3,200,1,580,124
1779314479.296272039,353,3,200,1,321,125
1779314479.318769932,353,3,200,1,321,126
1779314479.342088938,353,3,200,1,321,127
1779314479.364734888,353,3,200,1,321,128
1779314479.388709068,353,3,200,1,321,129
1779314479.411948919,353,3,200,1,321,130
1779314479.435306072,353,3,200,1,321,131
1779314479.458628893,353,3,200,1,321,132
1779314479.481569052,353,3,200,1,321,133
1779314479.505486965,53,1,200,1,21,203
1779314479.505505085,353,3,200,1,321,134
1779314479.528182983,353,3,200,1,321,135
1779314479.551609993,353,3,200,1,321,136
1779314479.574172974,933,3,200,1,901,137
1779314479.598182917,353,3,200,1,321,138
1779314479.621228933,353,3,200,1,321,139
1779314479.644439936,353,3,200,1,321,140
1779314479.668001890,353,3,200,1,321,141
1779314479.691452026,353,3,200,1,321,142
1779314479.714764118,353,3,200,1,321,143
1779314479.737627983,353,3,200,1,321,144
1779314479.760951042,353,3,200,1,321,145
1779314479.784569025,353,3,200,1,321,146
1779314479.808254004,353,3,200,1,321,147
1779314479.830832958,353,3,200,1,321,148
1779314479.853929043,353,3,200,1,321,149
1779314479.865907907,612,3,200,1,580,150
1779314479.878216982,353,3,200,1,321,151
1779314479.901227951,353,3,200,1,321,152
1779314479.923959970,353,3,200,1,321,153
1779314479.946908951,353,3,200,1,321,154
1779314479.970179081,353,3,200,1,321,155
1779314479.993289948,353,3,200,1,321,156
1779314480.010469913,53,3,200,1,21,157
1779314480.016494989,353,3,200,1,321,158
1779314480.039486885,353,3,200,1,321,159
1779314480.062788963,353,3,200,1,321,160
1779314480.086128950,353,3,200,1,321,161
1779314480.111512899,353,3,200,1,321,162
1779314480.134967089,353,3,200,1,321,163
1779314480.158132076,933,3,200,1,901,164
1779314480.181993008,353,3,200,1,321,165
1779314480.205239058,353,3,200,1,321,166
1779314480.228272915,353,3,200,1,321,167
1779314480.253050089,353,3,200,1,321,168
1779314480.278173923,353,3,200,1,321,169
1779314480.301038027,353,3,200,1,321,170
1779314480.324671984,353,3,200,1,321,171
1779314480.348419905,353,3,200,1,321,172
1779314480.371001959,353,3,200,1,321,173
1779314480.394957066,353,3,200,1,321,174
1779314480.418776035,353,3,200,1,321,175
1779314480.441236973,353,3,200,1,321,176
1779314480.452935934,612,3,200,1,580,177
1779314480.464984894,353,3,200,1,321,178
1779314480.488152027,353,3,200,1,321,179
1779314480.511626959,53,1,200,1,21,204
1779314480.511626959,353,3,200,1,321,180
1779314480.534638882,353,3,200,1,321,181
1779314480.557439089,353,3,200,1,321,182
1779314480.580894947,353,3,200,1,321,183
1779314480.603988886,353,3,200,1,321,184
1779314480.627135038,353,3,200,1,321,185
1779314480.651006937,353,3,200,1,321,186
1779314480.674781084,353,3,200,1,321,187
1779314480.698518038,353,3,200,1,321,188
1779314480.722316027,353,3,200,1,321,189
1779314480.745934963,933,3,200,1,901,190
1779314480.768876076,353,3,200,1,321,191
1779314480.791659117,353,3,200,1,321,192
1779314480.815133095,353,3,200,1,321,193
1779314480.837735891,353,3,200,1,321,194
1779314480.861326933,353,3,200,1,321,195
1779314480.884506941,353,3,200,1,321,196
1779314480.908205986,353,3,200,1,321,197
1779314480.930955887,353,3,200,1,321,198
1779314480.953556061,353,3,200,1,321,199
1779314480.976443052,353,3,200,1,321,200
1779314481.000674963,353,3,200,1,321,201
1779314481.024626970,353,3,200,1,321,202
1779314481.036963940,612,3,200,1,580,203
1779314481.049253941,353,3,200,1,321,204
1779314481.072144985,353,3,200,1,321,205
1779314481.095890999,353,3,200,1,321,206
1779314481.118855953,353,3,200,1,321,207
1779314481.142664909,353,3,200,1,321,208
1779314481.166264057,353,3,200,1,321,209
1779314481.184494019,53,3,200,1,21,210
1779314481.190761089,353,3,200,1,321,211
1779314481.213820934,353,3,200,1,321,212
1779314481.238487959,353,3,200,1,321,213
1779314481.261811018,353,3,200,1,321,214
1779314481.285825014,353,3,200,1,321,215
1779314481.309794903,353,3,200,1,321,216
1779314481.332834959,933,3,200,1,901,217
1779314481.356213093,353,3,200,1,321,218
1779314481.379529953,353,3,200,1,321,219
1779314481.403513908,353,3,200,1,321,220
1779314481.427372932,353,3,200,1,321,221
1779314481.451203108,353,3,200,1,321,222
1779314481.474926949,353,3,200,1,321,223
1779314481.498902082,353,3,200,1,321,224
1779314481.512398958,53,1,200,1,21,205
1779314481.522053003,353,3,200,1,321,225
1779314481.545028925,353,3,200,1,321,226
1779314481.568316936,353,3,200,1,321,227
1779314481.591759920,353,3,200,1,321,228
1779314481.614779949,353,3,200,1,321,229
1779314481.626748085,612,3,200,1,580,230
1779314481.638772964,353,3,200,1,321,231
1779314481.662584066,353,3,200,1,321,232
1779314481.685365915,353,3,200,1,321,233
1779314481.709465027,353,3,200,1,321,234
1779314481.732398987,353,3,200,1,321,235
1779314481.755706072,353,3,200,1,321,236
1779314481.778556108,353,3,200,1,321,237
1779314481.801419973,353,3,200,1,321,238
1779314481.824462891,353,3,200,1,321,239
1779314481.847007990,353,3,200,1,321,240
1779314481.870578051,353,3,200,1,321,241
1779314481.893904924,353,3,200,1,321,242
1779314481.917126894,933,3,200,1,901,243
1779314481.933767080,50,1,200,1,18,206
1779314481.941097021,353,3,200,1,321,244
1779314482.206063032,893,3,200,1,861,245
1779314482.348850012,53,3,200,1,21,246
1779314482.490787983,933,3,200,1,901,247
1779314482.518387079,53,1,200,1,21,207
1779314482.777219057,933,3,200,1,901,248
1779314482.784100056,67,1,200,1,35,208
1779314482.787885904,65,3,200,1,33,249
1779314483.058010101,933,3,200,1,901,250
1779314483.339710951,933,3,200,1,901,251
1779314483.478707075,53,3,200,1,21,252
1779314483.484471083,58,3,200,1,26,253
1779314483.525999069,53,1,200,1,21,209
1779314483.619313955,933,3,200,1,901,254
1779314483.905242920,933,3,200,1,901,255
1779314484.187242031,933,3,200,1,901,0
1779314484.474677086,933,3,200,1,901,1
1779314484.532655954,53,1,200,1,21,210
1779314484.616507053,53,3,200,1,21,2
1779314484.758493900,933,3,200,1,901,3
1779314485.041250944,933,3,200,1,901,4
1779314485.324618101,933,3,200,1,901,5
1779314485.537015915,53,1,200,1,21,211
1779314485.612308979,933,3,200,1,901,6
1779314485.752681017,53,3,200,1,21,7
1779314485.896326065,933,3,200,1,901,8
1779314486.178316116,933,3,200,1,901,9
1779314486.463485003,933,3,200,1,901,10
1779314486.542872906,53,1,200,1,21,212
1779314486.747647047,933,3,200,1,901,11
1779314486.889754057,53,3,200,1,21,12
1779314487.028664112,933,3,200,1,901,13
1779314487.310360909,933,3,200,1,901,14
1779314487.543183088,53,1,200,1,21,213
1779314487.595624924,933,3,200,1,901,15
1779314487.725819111,69,3,200,1,37,16
1779314487.726892948,67,1,200,1,35,214
1779314487.728651047,65,3,200,1,33,17
1779314487.879511118,933,3,200,1,901,18
1779314488.023480892,53,3,200,1,21,19
1779314488.164273977,933,3,200,1,901,20
1779314488.445616961,933,3,200,1,901,21
1779314488.546226025,53,1,200,1,21,215
1779314488.728580952,933,3,200,1,901,22
1779314489.011801004,933,3,200,1,901,23
1779314489.153697968,53,3,200,1,21,24
1779314489.296281099,933,3,200,1,901,25
1779314489.548089981,53,1,200,1,21,216
1779314489.583650112,933,3,200,1,901,26
1779314489.869965076,933,3,200,1,901,27
1779314490.155441046,933,3,200,1,901,28
1779314490.294967890,53,3,200,1,21,29
1779314490.438383102,933,3,200,1,901,30
1779314490.558034897,53,1,200,1,21,217
1779314490.723138094,933,3,200,1,901,31
1779314491.005140066,933,3,200,1,901,32
1779314491.285940886,933,3,200,1,901,33
1779314491.426420927,53,3,200,1,21,34
1779314491.559767008,53,1,200,1,21,218
1779314491.566613913,933,3,200,1,901,35
1779314491.850156069,933,3,200,1,901,36
1779314492.133881092,933,3,200,1,901,37
1779314492.416898012,933,3,200,1,901,38
1779314492.559216976,53,3,200,1,21,39
1779314492.559858084,53,1,200,1,21,219
1779314492.700021982,933,3,200,1,901,40
1779314492.985888004,933,3,200,1,901,41
1779314492.994471073,67,1,200,1,35,220
1779314492.997657061,65,3,200,1,33,42
1779314493.271235943,933,3,200,1,901,43
1779314493.555811882,933,3,200,1,901,44
1779314493.563910007,53,1,200,1,21,221
1779314493.700563908,53,3,200,1,21,45
1779314493.843172073,933,3,200,1,901,46
1779314494.123922110,933,3,200,1,901,47
1779314494.407651901,933,3,200,1,901,48
1779314494.569056988,53,1,200,1,21,222
1779314494.695796967,933,3,200,1,901,49
1779314494.836779118,53,3,200,1,21,50
1779314494.842912912,58,3,200,1,26,51
1779314494.978857040,933,3,200,1,901,52
1779314495.262589931,933,3,200,1,901,53
1779314495.547250986,933,3,200,1,901,54
1779314495.574681997,53,1,200,1,21,223
1779314495.618629932,67,3,200,1,35,55
1779314495.624434948,67,3,200,1,35,56
1779314495.834085941,933,3,200,1,901,57
1779314495.974598885,53,3,200,1,21,58
1779314496.115034103,933,3,200,1,901,59
1779314496.399415016,933,3,200,1,901,60
1779314496.580163956,53,1,200,1,21,224
1779314496.684006929,933,3,200,1,901,61
1779314496.934993029,50,1,200,1,18,225
1779314496.964490891,933,3,200,1,901,62
1779314497.103111982,53,3,200,1,21,63
1779314497.244992018,933,3,200,1,901,64
1779314497.525799036,933,3,200,1,901,65
1779314497.585704088,53,1,200,1,21,226
1779314497.814049006,933,3,200,1,901,66
1779314498.097464085,933,3,200,1,901,67
1779314498.106663942,67,1,200,1,35,227
1779314498.109467983,65,3,200,1,33,68
1779314498.243750095,53,3,200,1,21,69
1779314498.385654926,933,3,200,1,901,70
1779314498.588141918,53,1,200,1,21,228
1779314498.673962116,933,3,200,1,901,71
1779314498.953068972,933,3,200,1,901,72
1779314499.235140085,933,3,200,1,901,73
1779314499.378933907,53,3,200,1,21,74
1779314499.518829107,933,3,200,1,901,75
1779314499.597745895,53,1,200,1,21,229
1779314499.805855036,933,3,200,1,901,76
1779314500.085359097,933,3,200,1,901,77
1779314500.371953964,933,3,200,1,901,78
1779314500.511696100,53,3,200,1,21,79
1779314500.604450941,53,1,200,1,21,230
1779314500.655271053,933,3,200,1,901,80
1779314500.940069914,933,3,200,1,901,81
1779314501.219963074,933,3,200,1,901,82
1779314501.503590107,933,3,200,1,901,83
1779314501.614149094,53,1,200,1,21,231
1779314501.646668911,53,3,200,1,21,84
1779314501.788126945,933,3,200,1,901,85
1779314502.070812941,933,3,200,1,901,86
1779314502.353111029,933,3,200,1,901,87
1779314502.616009951,53,1,200,1,21,232
1779314502.635324955,933,3,200,1,901,88
1779314502.779787064,53,3,200,1,21,89
1779314502.923223972,933,3,200,1,901,90
1779314503.206281900,933,3,200,1,901,91
1779314503.213975906,47,1,200,1,15,233
1779314503.216742992,47,3,200,1,15,92
1779314503.255032063,81,1,200,1,49,234
1779314503.261079073,47,3,200,1,15,93
1779314503.296169043,81,1,200,1,49,235
1779314503.303889990,47,3,200,1,15,94
1779314503.336988926,81,1,200,1,49,236
1779314503.347805977,47,3,200,1,15,95
1779314503.378371000,81,1,200,1,49,237
1779314503.393649101,47,3,200,1,15,96
1779314503.420193911,81,1,200,1,49,238
1779314503.439126968,47,3,200,1,15,97
1779314503.462050915,81,1,200,1,49,239
1779314503.482994080,47,3,200,1,15,98
1779314503.503249884,81,1,200,1,49,240
1779314503.524878025,979,3,200,1,947,99
1779314503.551918983,50,1,200,1,18,241
1779314503.553493023,75,1,200,1,43,242
1779314503.567352057,198,3,200,1,166,100
1779314503.596352100,75,1,200,1,43,243
1779314503.611027002,53,3,200,1,21,101
1779314503.617475033,53,1,200,1,21,244
1779314503.782334089,933,3,200,1,901,102
1779314503.921966076,53,3,200,1,21,103
1779314504.065427065,933,3,200,1,901,104
1779314504.349134922,933,3,200,1,901,105
1779314504.623703003,53,1,200,1,21,245
1779314504.633490086,933,3,200,1,901,106
1779314504.920897007,933,3,200,1,901,107
1779314505.064723969,53,3,200,1,21,108
1779314505.204226971,933,3,200,1,901,109
1779314505.491852045,933,3,200,1,901,110
1779314505.632597923,53,1,200,1,21,246
1779314505.779592037,933,3,200,1,901,111
1779314506.062952042,933,3,200,1,901,112
1779314506.201368093,53,3,200,1,21,113
1779314506.209470987,58,3,200,1,26,114
1779314506.344701052,933,3,200,1,901,115
1779314506.637681007,935,3,200,1,903,116
1779314506.645232916,53,1,200,1,21,247
1779314506.931515932,935,3,200,1,903,117
1779314507.221456051,935,3,200,1,903,118
1779314507.346517086,53,3,200,1,21,119
1779314507.471597910,935,3,200,1,903,120
1779314507.651367903,53,1,200,1,21,248
1779314507.721507072,935,3,200,1,903,121
1779314507.971497059,935,3,200,1,903,122
1779314508.221510887,935,3,200,1,903,123
1779314508.346564054,53,3,200,1,21,124
1779314508.471456051,935,3,200,1,903,125
1779314508.652487040,53,1,200,1,21,249
1779314508.721559048,935,3,200,1,903,126
1779314508.971446037,935,3,200,1,903,127
1779314509.221549034,935,3,200,1,903,128
1779314509.346563101,53,3,200,1,21,129
1779314509.472517967,935,3,200,1,903,130
1779314509.628549099,92,3,200,1,60,131
1779314509.630577087,92,3,200,1,60,132
1779314509.661760092,53,1,200,1,21,250
1779314509.723493099,935,3,200,1,903,133
